partition,family,event,incident_degree,query_identity,query_global_sequence_index,positive_global_sequence_index,positive_view_kind,hard_negative_identity,hard_negative_global_sequence_index,hard_negative_objective_profile_distance,query_profile_observations
fit,S07,junction,3,S07_flat_loop_rich_C03:node:node_0052,96107,96134,different_physical_edge,S07_flat_loop_rich_C05:node:node_0028,101253,0.07155717405585332,5
fit,S07,terminal,1,S07_flat_loop_rich_C03:node:node_0057,96170,96178,same_edge_reverse_view,S07_flat_loop_rich_C03:node:node_0096,96930,0.0807825755193032,5
fit,S07,junction,3,S07_flat_loop_rich_C03:node:node_0059,96194,96214,different_physical_edge,S09_flat_complex_C03:node:node_0068,152764,0.022461608685176687,5
fit,S07,junction,3,S07_flat_loop_rich_C03:node:node_0066,96260,96274,different_physical_edge,S03_flat_unicyclic_small_C02:node:node_0032,25014,0.04408367154753929,5
fit,S07,junction,3,S07_flat_loop_rich_C03:node:node_0074,96488,96561,different_physical_edge,S03_flat_unicyclic_small_C01:node:node_0025,23021,0.004729932252215824,5
fit,S07,junction,3,S07_flat_loop_rich_C03:node:node_0083,96638,96732,different_physical_edge,S05_flat_branch_medium_C05:node:node_0022,58122,0.006187188381818233,5
fit,S07,junction,4,S07_flat_loop_rich_C03:node:node_0088,96602,96784,different_physical_edge,S05_flat_branch_medium_C01:node:node_0070,49882,0.10828169240291165,5
fit,S07,terminal,1,S07_flat_loop_rich_C03:node:node_0096,96930,96939,same_edge_reverse_view,S09_flat_complex_C01:node:node_0125,147081,0.040962753356316106,5
fit,S07,junction,3,S07_flat_loop_rich_C03:node:node_0097,96948,97013,different_physical_edge,S10_3d_complex_C05:node:node_0007,193087,0.028468412872133076,5
fit,S07,terminal,1,S07_flat_loop_rich_C03:node:node_0100,97007,97008,same_identity_distinct_observation,S05_flat_branch_medium_C01:node:node_0034,48950,0.07185462685063476,5
fit,S07,terminal,1,S07_flat_loop_rich_C03:node:node_0112,97260,97274,same_edge_reverse_view,S05_flat_branch_medium_C06:node:node_0036,60660,0.022917963107978986,5
fit,S07,terminal,1,S07_flat_loop_rich_C03:node:node_0114,97357,97350,same_edge_reverse_view,S03_flat_unicyclic_small_C02:node:node_0019,24764,0.008036387953127,5
fit,S07,terminal,1,S07_flat_loop_rich_C04:node:node_0007,97566,97580,same_edge_reverse_view,S07_flat_loop_rich_C04:node:node_0111,100570,0.007141866755674688,5
fit,S07,terminal,1,S07_flat_loop_rich_C04:node:node_0008,97702,97680,same_edge_reverse_view,S05_flat_branch_medium_C06:node:node_0070,61387,0.007308690255769923,5
fit,S07,junction,3,S07_flat_loop_rich_C04:node:node_0010,97684,97792,different_physical_edge,S09_flat_complex_C03:node:node_0152,154653,0.00347046014153903,5
fit,S07,terminal,1,S07_flat_loop_rich_C04:node:node_0021,98148,98138,same_edge_reverse_view,S05_flat_branch_medium_C04:node:node_0032,56227,0.0029632078626549213,5
fit,S07,terminal,1,S07_flat_loop_rich_C04:node:node_0024,98238,98216,same_edge_reverse_view,S05_flat_branch_medium_C02:node:node_0010,50856,0.010237315446534912,5
fit,S07,terminal,1,S07_flat_loop_rich_C04:node:node_0029,98379,98372,same_edge_reverse_view,S09_flat_complex_C01:node:node_0012,143602,0.005854948902218395,5
fit,S07,junction,3,S07_flat_loop_rich_C04:node:node_0033,98298,98408,different_physical_edge,S07_flat_loop_rich_C02:node:node_0014,91472,0.006912520809005227,5
fit,S07,terminal,1,S07_flat_loop_rich_C04:node:node_0039,98603,98617,same_edge_reverse_view,S01_flat_tree_small_C04:node:node_0023,4247,0.005316803821311162,5
fit,S07,junction,3,S07_flat_loop_rich_C04:node:node_0040,98386,98498,different_physical_edge,S09_flat_complex_C01:node:node_0156,147798,0.019636433697353843,5
fit,S07,terminal,1,S07_flat_loop_rich_C04:node:node_0042,98699,98695,same_edge_reverse_view,S03_flat_unicyclic_small_C01:node:node_0062,24205,0.012038188365209063,4
fit,S07,junction,3,S07_flat_loop_rich_C04:node:node_0046,98447,98783,different_physical_edge,S07_flat_loop_rich_C03:node:node_0074,96488,0.004876185455843626,5
fit,S07,junction,3,S07_flat_loop_rich_C04:node:node_0060,98925,99124,different_physical_edge,S07_flat_loop_rich_C02:node:node_0109,93783,0.0049570605468285,5
fit,S07,junction,3,S07_flat_loop_rich_C04:node:node_0062,99044,99193,different_physical_edge,S03_flat_unicyclic_small_C01:node:node_0032,23230,0.01433017243960064,5
fit,S07,junction,3,S07_flat_loop_rich_C04:node:node_0068,99020,99296,different_physical_edge,S07_flat_loop_rich_C02:node:node_0126,93852,0.004861670497905343,5
fit,S07,junction,3,S07_flat_loop_rich_C04:node:node_0083,99514,99626,different_physical_edge,S10_3d_complex_C06:node:node_0128,199200,0.053315794350540416,5
fit,S07,junction,3,S07_flat_loop_rich_C04:node:node_0088,99672,99810,different_physical_edge,S07_flat_loop_rich_C02:node:node_0105,93823,0.0047600658682446124,5
fit,S07,junction,3,S07_flat_loop_rich_C04:node:node_0101,100102,100163,different_physical_edge,S05_flat_branch_medium_C03:node:node_0026,53701,0.007231148970594525,5
fit,S07,junction,3,S07_flat_loop_rich_C04:node:node_0107,100299,100354,different_physical_edge,S07_flat_loop_rich_C02:node:node_0109,93783,0.005425279917118182,5
fit,S07,terminal,1,S07_flat_loop_rich_C04:node:node_0111,100570,100552,same_edge_reverse_view,S07_flat_loop_rich_C05:node:node_0080,102478,0.0031242185724415263,5
fit,S07,junction,4,S07_flat_loop_rich_C04:node:node_0117,100590,100694,different_physical_edge,S09_flat_complex_C01:node:node_0120,146966,0.015326000719770224,5
fit,S07,terminal,1,S07_flat_loop_rich_C04:node:node_0118,100767,100781,same_edge_reverse_view,S05_flat_branch_medium_C05:node:node_0005,57818,0.007292849166800966,5
fit,S07,terminal,1,S07_flat_loop_rich_C05:node:node_0000,100806,100798,same_edge_reverse_view,S02_3d_tree_small_C02:node:node_0042,13198,0.008433738917397344,5
fit,S07,junction,4,S07_flat_loop_rich_C05:node:node_0015,101000,101080,different_physical_edge,S08_3d_loop_rich_C05:node:node_0086,128832,0.07771297231585224,5
fit,S07,terminal,1,S07_flat_loop_rich_C05:node:node_0027,101194,101203,same_edge_reverse_view,S05_flat_branch_medium_C01:node:node_0015,48616,0.005898718597255596,5
fit,S07,junction,3,S07_flat_loop_rich_C05:node:node_0028,101253,101274,different_physical_edge,S07_flat_loop_rich_C03:node:node_0066,96260,0.046032373348720186,5
fit,S07,terminal,1,S07_flat_loop_rich_C05:node:node_0039,101508,101486,same_edge_reverse_view,S09_flat_complex_C05:node:node_0055,160061,0.0055789758255451,5
fit,S07,junction,3,S07_flat_loop_rich_C05:node:node_0045,101572,101589,different_physical_edge,S03_flat_unicyclic_small_C01:node:node_0032,23230,0.012793842046417304,5
fit,S07,terminal,1,S07_flat_loop_rich_C05:node:node_0047,101618,101624,same_edge_reverse_view,S09_flat_complex_C05:node:node_0170,163283,0.0025924443277442182,5
fit,S07,junction,3,S07_flat_loop_rich_C05:node:node_0057,101892,101967,different_physical_edge,S05_flat_branch_medium_C04:node:node_0068,57076,0.005892617489481486,5
fit,S07,terminal,1,S07_flat_loop_rich_C05:node:node_0060,101996,102007,same_edge_reverse_view,S09_flat_complex_C05:node:node_0113,161755,0.0021188078337750138,5
fit,S07,junction,3,S07_flat_loop_rich_C05:node:node_0068,102222,102320,different_physical_edge,S03_flat_unicyclic_small_C01:node:node_0042,23489,0.007062033104896256,5
fit,S07,junction,3,S07_flat_loop_rich_C05:node:node_0070,102105,102282,different_physical_edge,S09_flat_complex_C05:node:node_0037,159563,0.0047828397370937295,5
fit,S07,terminal,1,S07_flat_loop_rich_C05:node:node_0080,102478,102490,same_edge_reverse_view,S07_flat_loop_rich_C04:node:node_0111,100570,0.0031242185724415263,5
fit,S07,junction,3,S07_flat_loop_rich_C05:node:node_0085,102603,102708,different_physical_edge,S09_flat_complex_C05:node:node_0018,159046,0.005525939294041667,5
fit,S07,terminal,1,S07_flat_loop_rich_C05:node:node_0095,102966,102946,same_edge_reverse_view,S05_flat_branch_medium_C02:node:node_0083,52599,0.038516387741231325,5
fit,S07,junction,3,S07_flat_loop_rich_C05:node:node_0101,102949,102980,different_physical_edge,S03_flat_unicyclic_small_C05:node:node_0023,29793,0.0034941525774117013,5
fit,S07,junction,4,S07_flat_loop_rich_C05:node:node_0104,103035,103122,different_physical_edge,S05_flat_branch_medium_C04:node:node_0055,56737,0.01257741925969688,5
fit,S07,terminal,1,S07_flat_loop_rich_C05:node:node_0108,103266,103269,same_edge_reverse_view,S02_3d_tree_small_C02:node:node_0042,13198,0.007812205990878389,3
fit,S07,terminal,1,S07_flat_loop_rich_C05:node:node_0122,103567,103581,same_edge_reverse_view,S03_flat_unicyclic_small_C03:node:node_0004,26212,0.00536440379789887,5
fit,S07,junction,3,S07_flat_loop_rich_C06:node:node_0012,103712,103748,different_physical_edge,S04_3d_unicyclic_small_C04:node:node_0014,40586,0.05013846949037834,5
fit,S07,terminal,1,S07_flat_loop_rich_C06:node:node_0016,103724,103729,same_edge_reverse_view,S01_flat_tree_small_C02:node:node_0000,1266,0.012588255151557277,5
fit,S07,terminal,1,S07_flat_loop_rich_C06:node:node_0022,103949,103963,same_edge_reverse_view,S09_flat_complex_C05:node:node_0065,160269,0.003021038904077464,5
fit,S07,junction,3,S07_flat_loop_rich_C06:node:node_0023,103978,104007,different_physical_edge,S09_flat_complex_C04:node:node_0076,156964,0.018896458501063165,5
fit,S07,terminal,1,S07_flat_loop_rich_C06:node:node_0033,104299,104288,same_edge_reverse_view,S07_flat_loop_rich_C04:node:node_0008,97702,0.016515843844343417,5
fit,S07,junction,3,S07_flat_loop_rich_C06:node:node_0057,104779,104863,different_physical_edge,S07_flat_loop_rich_C02:node:node_0049,92382,0.014172188743411508,5
fit,S07,junction,3,S07_flat_loop_rich_C06:node:node_0069,105006,105254,different_physical_edge,S09_flat_complex_C05:node:node_0011,158900,0.032226384665986915,5
fit,S07,junction,3,S07_flat_loop_rich_C06:node:node_0070,104957,105127,different_physical_edge,S06_3d_branch_medium_C06:node:node_0025,79948,0.023594358518129965,5
fit,S07,junction,3,S07_flat_loop_rich_C06:node:node_0073,105048,105326,different_physical_edge,S09_flat_complex_C03:node:node_0043,152276,0.01905092351441756,5
fit,S07,junction,3,S07_flat_loop_rich_C06:node:node_0077,105105,105162,different_physical_edge,S07_flat_loop_rich_C01:node:node_0040,88756,0.01383157577164193,5
fit,S07,terminal,1,S07_flat_loop_rich_C06:node:node_0080,105468,105478,same_edge_reverse_view,S09_flat_complex_C03:node:node_0114,153825,0.010341480068981055,5
fit,S07,junction,3,S07_flat_loop_rich_C06:node:node_0086,105550,105628,different_physical_edge,S09_flat_complex_C05:node:node_0018,159046,0.005078085267302442,5
fit,S07,terminal,1,S07_flat_loop_rich_C06:node:node_0093,105866,105856,same_edge_reverse_view,S05_flat_branch_medium_C04:node:node_0000,55488,0.013051354464213334,5
fit,S07,terminal,1,S07_flat_loop_rich_C06:node:node_0097,105876,105884,same_edge_reverse_view,S07_flat_loop_rich_C04:node:node_0007,97566,0.0075641447556382985,5
fit,S07,junction,3,S07_flat_loop_rich_C06:node:node_0099,105754,105892,different_physical_edge,S01_flat_tree_small_C04:node:node_0010,4078,0.007214345272335717,5
fit,S07,junction,3,S07_flat_loop_rich_C06:node:node_0110,106171,106272,different_physical_edge,S09_flat_complex_C04:node:node_0015,155370,0.030152599385910594,5
fit,S07,terminal,1,S07_flat_loop_rich_C06:node:node_0115,106367,106381,same_edge_reverse_view,S01_flat_tree_small_C05:node:node_0004,4950,0.008911096050899875,5
fit,S07,terminal,1,S07_flat_loop_rich_C06:node:node_0117,106406,106420,same_edge_reverse_view,S09_flat_complex_C02:node:node_0029,148675,0.005929899469196554,5
selection,S07,terminal,1,S07_flat_loop_rich_C07:node:node_0000,106636,106624,same_edge_reverse_view,S09_flat_complex_C07:node:node_0049,168058,0.004565069238309133,5
selection,S07,terminal,1,S07_flat_loop_rich_C07:node:node_0004,106694,106701,same_edge_reverse_view,S07_flat_loop_rich_C08:node:node_0025,109969,0.011172859185153016,5
selection,S07,junction,3,S07_flat_loop_rich_C07:node:node_0010,106812,106874,different_physical_edge,S09_flat_complex_C08:node:node_0133,173904,0.007953772441299344,5
selection,S07,junction,3,S07_flat_loop_rich_C07:node:node_0023,107018,107146,different_physical_edge,S01_flat_tree_small_C07:node:node_0025,7570,0.00774358193350235,5
selection,S07,junction,3,S07_flat_loop_rich_C07:node:node_0032,107342,107428,different_physical_edge,S03_flat_unicyclic_small_C08:node:node_0021,33528,0.007905872134265702,5
selection,S07,terminal,1,S07_flat_loop_rich_C07:node:node_0041,107540,107543,same_edge_reverse_view,S05_flat_branch_medium_C08:node:node_0088,66426,0.009382823810907766,3
selection,S07,junction,3,S07_flat_loop_rich_C07:node:node_0053,107568,107645,different_physical_edge,S04_3d_unicyclic_small_C07:node:node_0058,45146,0.05536471488717285,5
selection,S07,junction,3,S07_flat_loop_rich_C07:node:node_0055,107842,107631,different_physical_edge,S05_flat_branch_medium_C07:node:node_0071,63958,0.026033708734526713,5
selection,S07,junction,3,S07_flat_loop_rich_C07:node:node_0075,108132,108173,different_physical_edge,S09_flat_complex_C07:node:node_0018,167040,0.04205609597320712,5
selection,S07,junction,3,S07_flat_loop_rich_C07:node:node_0078,107918,108242,different_physical_edge,S07_flat_loop_rich_C08:node:node_0069,110736,0.008744619990804663,5
selection,S07,junction,4,S07_flat_loop_rich_C07:node:node_0080,108092,108307,different_physical_edge,S08_3d_loop_rich_C08:node:node_0106,138700,0.049433844623733944,5
selection,S07,terminal,1,S07_flat_loop_rich_C07:node:node_0084,108026,108040,same_edge_reverse_view,S09_flat_complex_C08:node:node_0039,171404,0.005298712973655273,5
selection,S07,terminal,1,S07_flat_loop_rich_C07:node:node_0101,108710,108721,same_edge_reverse_view,S09_flat_complex_C07:node:node_0096,168996,0.010036504633800488,5
selection,S07,terminal,1,S07_flat_loop_rich_C07:node:node_0106,108976,108956,same_edge_reverse_view,S05_flat_branch_medium_C08:node:node_0098,66714,0.004775391902573001,5
selection,S07,junction,3,S07_flat_loop_rich_C07:node:node_0107,108741,108926,different_physical_edge,S10_3d_complex_C07:node:node_0000,200160,0.043939049822808676,5
selection,S07,junction,3,S07_flat_loop_rich_C07:node:node_0108,108898,109050,different_physical_edge,S09_flat_complex_C07:node:node_0026,167206,0.0031053074824063677,5
selection,S07,terminal,1,S07_flat_loop_rich_C07:node:node_0118,109286,109294,same_edge_reverse_view,S05_flat_branch_medium_C08:node:node_0009,64631,0.007811985609026313,5
selection,S07,junction,3,S07_flat_loop_rich_C08:node:node_0011,109557,109696,different_physical_edge,S05_flat_branch_medium_C08:node:node_0084,66177,0.007751303707798031,5
selection,S07,terminal,1,S07_flat_loop_rich_C08:node:node_0018,109924,109912,same_edge_reverse_view,S03_flat_unicyclic_small_C07:node:node_0010,32462,0.010027667550654675,5
selection,S07,junction,3,S07_flat_loop_rich_C08:node:node_0019,109892,109954,different_physical_edge,S05_flat_branch_medium_C08:node:node_0048,65302,0.03097110637675464,5
selection,S07,terminal,1,S07_flat_loop_rich_C08:node:node_0025,109969,109983,same_edge_reverse_view,S07_flat_loop_rich_C07:node:node_0004,106694,0.011172859185153016,5
selection,S07,terminal,1,S07_flat_loop_rich_C08:node:node_0028,110162,110150,same_edge_reverse_view,S09_flat_complex_C08:node:node_0064,172207,0.01029999637868695,5
selection,S07,junction,3,S07_flat_loop_rich_C08:node:node_0035,110242,110268,different_physical_edge,S07_flat_loop_rich_C08:node:node_0075,110763,0.010564214430224188,5
selection,S07,terminal,1,S07_flat_loop_rich_C08:node:node_0037,110303,110298,same_edge_reverse_view,S09_flat_complex_C08:node:node_0075,171983,0.005158786531607287,5
selection,S07,terminal,1,S07_flat_loop_rich_C08:node:node_0040,110361,110361,singleton_circular_shift_augmentation,S09_flat_complex_C07:node:node_0134,169962,0.006964631345332506,5
selection,S07,junction,4,S07_flat_loop_rich_C08:node:node_0043,110409,110444,different_physical_edge,S03_flat_unicyclic_small_C08:node:node_0047,34148,0.12250261204604368,5
selection,S07,junction,3,S07_flat_loop_rich_C08:node:node_0066,110716,110754,different_physical_edge,S01_flat_tree_small_C07:node:node_0044,7946,0.048945603167698463,5
selection,S07,junction,3,S07_flat_loop_rich_C08:node:node_0069,110736,110832,different_physical_edge,S07_flat_loop_rich_C07:node:node_0078,107918,0.008744619990804663,5
selection,S07,terminal,1,S07_flat_loop_rich_C08:node:node_0073,110865,110858,same_edge_reverse_view,S07_flat_loop_rich_C08:node:node_0040,110361,0.007230788111971642,5
selection,S07,junction,3,S07_flat_loop_rich_C08:node:node_0075,110763,110888,different_physical_edge,S07_flat_loop_rich_C08:node:node_0115,111653,0.007551390713223028,5
selection,S07,junction,3,S07_flat_loop_rich_C08:node:node_0083,111048,111063,different_physical_edge,S05_flat_branch_medium_C07:node:node_0022,62932,0.020607099609498008,5
selection,S07,terminal,1,S07_flat_loop_rich_C08:node:node_0097,111220,111228,same_edge_reverse_view,S05_flat_branch_medium_C07:node:node_0007,62542,0.0031937683902547786,5
selection,S07,junction,3,S07_flat_loop_rich_C08:node:node_0103,111384,111468,different_physical_edge,S05_flat_branch_medium_C07:node:node_0016,62665,0.002752396358020467,5
selection,S07,junction,3,S07_flat_loop_rich_C08:node:node_0115,111653,111722,different_physical_edge,S09_flat_complex_C07:node:node_0045,167807,0.005287632966582832,5
selection,S07,terminal,1,S07_flat_loop_rich_C08:node:node_0117,111776,111790,same_edge_reverse_view,S07_flat_loop_rich_C08:node:node_0122,111923,0.005499755362359094,5
selection,S07,terminal,1,S07_flat_loop_rich_C08:node:node_0122,111923,111937,same_edge_reverse_view,S07_flat_loop_rich_C08:node:node_0117,111776,0.005499755362359094,5
fit,S08,junction,3,S08_3d_loop_rich_C01:node:node_0018,114916,114979,different_physical_edge,S10_3d_complex_C03:node:node_0144,188246,0.007452946529413411,5
fit,S08,junction,3,S08_3d_loop_rich_C01:node:node_0019,114930,114946,different_physical_edge,S06_3d_branch_medium_C03:node:node_0085,74047,0.011176602218719358,5
fit,S08,terminal,1,S08_3d_loop_rich_C01:node:node_0020,114958,114965,same_edge_reverse_view,S08_3d_loop_rich_C05:node:node_0019,127648,0.014725109601497297,5
fit,S08,junction,3,S08_3d_loop_rich_C01:node:node_0032,115168,115189,different_physical_edge,S07_flat_loop_rich_C04:node:node_0062,99044,0.025039693138867183,5
fit,S08,terminal,1,S08_3d_loop_rich_C01:node:node_0042,115341,115355,same_edge_reverse_view,S08_3d_loop_rich_C01:node:node_0117,117380,0.016244672603387807,5
fit,S08,junction,3,S08_3d_loop_rich_C01:node:node_0056,115638,115818,different_physical_edge,S08_3d_loop_rich_C02:node:node_0072,119794,0.010620863183669624,5
fit,S08,junction,3,S08_3d_loop_rich_C01:node:node_0058,115740,115920,different_physical_edge,S01_flat_tree_small_C02:node:node_0029,1756,0.020952334648894844,5
fit,S08,terminal,1,S08_3d_loop_rich_C01:node:node_0075,116138,116152,same_edge_reverse_view,S10_3d_complex_C04:node:node_0001,188726,0.008226392782513005,5
fit,S08,junction,3,S08_3d_loop_rich_C01:node:node_0088,116588,116666,different_physical_edge,S10_3d_complex_C02:node:node_0058,182324,0.01320785780388543,5
fit,S08,junction,4,S08_3d_loop_rich_C01:node:node_0090,116792,116913,different_physical_edge,S05_flat_branch_medium_C01:node:node_0070,49882,0.06384092888233676,5
fit,S08,terminal,1,S08_3d_loop_rich_C01:node:node_0097,116827,116841,same_edge_reverse_view,S06_3d_branch_medium_C05:node:node_0075,79089,0.01465041379819234,5
fit,S08,terminal,1,S08_3d_loop_rich_C01:node:node_0117,117380,117386,same_edge_reverse_view,S08_3d_loop_rich_C01:node:node_0042,115341,0.016244672603387807,5
fit,S08,junction,3,S08_3d_loop_rich_C01:node:node_0127,117647,117682,different_physical_edge,S08_3d_loop_rich_C03:node:node_0117,123511,0.010189201021772993,5
fit,S08,terminal,1,S08_3d_loop_rich_C01:node:node_0133,117889,117903,same_edge_reverse_view,S06_3d_branch_medium_C04:node:node_0053,75960,0.011540200671039837,5
fit,S08,junction,3,S08_3d_loop_rich_C02:node:node_0000,117940,117980,different_physical_edge,S10_3d_complex_C04:node:node_0110,190992,0.03289108527363576,5
fit,S08,terminal,1,S08_3d_loop_rich_C02:node:node_0007,118132,118145,same_edge_reverse_view,S10_3d_complex_C02:node:node_0081,183195,0.011321181092833296,5
fit,S08,terminal,1,S08_3d_loop_rich_C02:node:node_0017,118584,118562,same_edge_reverse_view,S04_3d_unicyclic_small_C04:node:node_0010,40528,0.010421077373189768,5
fit,S08,terminal,1,S08_3d_loop_rich_C02:node:node_0020,118674,118666,same_edge_reverse_view,S06_3d_branch_medium_C03:node:node_0028,72936,0.02456239276259691,5
fit,S08,junction,3,S08_3d_loop_rich_C02:node:node_0028,118914,118929,different_physical_edge,S06_3d_branch_medium_C01:node:node_0002,68883,0.010877322910134452,5
fit,S08,junction,4,S08_3d_loop_rich_C02:node:node_0044,118870,119150,different_physical_edge,S10_3d_complex_C01:node:node_0029,178688,0.01201754948106891,5
fit,S08,junction,3,S08_3d_loop_rich_C02:node:node_0057,119608,119716,different_physical_edge,S08_3d_loop_rich_C05:node:node_0116,129466,0.06632939213287932,5
fit,S08,terminal,1,S08_3d_loop_rich_C02:node:node_0061,119569,119583,same_edge_reverse_view,S02_3d_tree_small_C05:node:node_0043,16930,0.012667842581158282,5
fit,S08,junction,3,S08_3d_loop_rich_C02:node:node_0071,119684,120174,different_physical_edge,S10_3d_complex_C06:node:node_0006,196775,0.01699604997146264,5
fit,S08,junction,3,S08_3d_loop_rich_C02:node:node_0072,119794,119830,different_physical_edge,S04_3d_unicyclic_small_C03:node:node_0019,38991,0.006387038194789626,5
fit,S08,junction,3,S08_3d_loop_rich_C02:node:node_0077,120252,120262,different_physical_edge,S03_flat_unicyclic_small_C02:node:node_0046,25352,0.014669704364757685,5
fit,S08,terminal,1,S08_3d_loop_rich_C02:node:node_0081,120295,120295,singleton_circular_shift_augmentation,S02_3d_tree_small_C04:node:node_0028,15465,0.012292341285804625,5
fit,S08,junction,3,S08_3d_loop_rich_C02:node:node_0107,120696,120832,different_physical_edge,S10_3d_complex_C01:node:node_0081,179634,0.02239306301623935,5
fit,S08,junction,3,S08_3d_loop_rich_C02:node:node_0108,120629,120816,different_physical_edge,S02_3d_tree_small_C04:node:node_0017,15301,0.04229173978874995,5
fit,S08,terminal,1,S08_3d_loop_rich_C02:node:node_0124,120928,120941,same_edge_reverse_view,S04_3d_unicyclic_small_C03:node:node_0005,38888,0.011188904315160645,5
fit,S08,terminal,1,S08_3d_loop_rich_C02:node:node_0125,120996,121008,same_edge_reverse_view,S02_3d_tree_small_C01:node:node_0021,11469,0.017842639817384254,5
fit,S08,terminal,1,S08_3d_loop_rich_C02:node:node_0126,121210,121221,same_edge_reverse_view,S08_3d_loop_rich_C06:node:node_0041,131113,0.009653375784003418,5
fit,S08,terminal,1,S08_3d_loop_rich_C03:node:node_0001,121232,121242,same_edge_reverse_view,S08_3d_loop_rich_C05:node:node_0088,128768,0.01957614532223195,5
fit,S08,junction,3,S08_3d_loop_rich_C03:node:node_0016,121548,121616,different_physical_edge,S09_flat_complex_C04:node:node_0128,158220,0.013768826493674958,5
fit,S08,terminal,1,S08_3d_loop_rich_C03:node:node_0018,121639,121653,same_edge_reverse_view,S06_3d_branch_medium_C02:node:node_0064,72065,0.011715332895418611,5
fit,S08,junction,3,S08_3d_loop_rich_C03:node:node_0042,122402,122485,different_physical_edge,S06_3d_branch_medium_C01:node:node_0037,69454,0.017248239712875747,5
fit,S08,terminal,1,S08_3d_loop_rich_C03:node:node_0043,122529,122524,same_edge_reverse_view,S10_3d_complex_C02:node:node_0012,181187,0.02688031171662462,5
fit,S08,junction,3,S08_3d_loop_rich_C03:node:node_0058,122708,122732,different_physical_edge,S10_3d_complex_C03:node:node_0038,185752,0.013738194268049926,5
fit,S08,terminal,1,S08_3d_loop_rich_C03:node:node_0066,122828,122834,same_edge_reverse_view,S06_3d_branch_medium_C05:node:node_0047,78506,0.052303800196595425,5
fit,S08,junction,3,S08_3d_loop_rich_C03:node:node_0068,122798,122873,different_physical_edge,S08_3d_loop_rich_C05:node:node_0128,129639,0.01904942884063945,5
fit,S08,junction,3,S08_3d_loop_rich_C03:node:node_0070,122857,122946,different_physical_edge,S06_3d_branch_medium_C05:node:node_0004,77340,0.057469644267221086,5
fit,S08,junction,3,S08_3d_loop_rich_C03:node:node_0082,122988,123032,different_physical_edge,S09_flat_complex_C06:node:node_0064,164474,0.05471880519119799,5
fit,S08,junction,3,S08_3d_loop_rich_C03:node:node_0091,123223,123179,different_physical_edge,S08_3d_loop_rich_C05:node:node_0054,128402,0.05563075947654984,5
fit,S08,terminal,1,S08_3d_loop_rich_C03:node:node_0105,123344,123349,same_edge_reverse_view,S02_3d_tree_small_C04:node:node_0029,15332,0.00997112762793643,5
fit,S08,junction,3,S08_3d_loop_rich_C03:node:node_0117,123511,123575,different_physical_edge,S08_3d_loop_rich_C01:node:node_0127,117647,0.010189201021772993,5
fit,S08,terminal,1,S08_3d_loop_rich_C04:node:node_0000,123626,123596,same_edge_reverse_view,S10_3d_complex_C03:node:node_0088,186972,0.012662370767604854,5
fit,S08,junction,3,S08_3d_loop_rich_C04:node:node_0006,123762,123806,different_physical_edge,S09_flat_complex_C06:node:node_0066,164427,0.013559960249939164,5
fit,S08,terminal,1,S08_3d_loop_rich_C04:node:node_0032,124593,124582,same_edge_reverse_view,S04_3d_unicyclic_small_C02:node:node_0024,37938,0.012772985499426383,5
fit,S08,junction,3,S08_3d_loop_rich_C04:node:node_0040,124702,124859,different_physical_edge,S10_3d_complex_C02:node:node_0112,183541,0.01212393223201444,5
fit,S08,junction,3,S08_3d_loop_rich_C04:node:node_0043,124785,124961,different_physical_edge,S10_3d_complex_C03:node:node_0127,187930,0.008474608984636638,5
fit,S08,terminal,1,S08_3d_loop_rich_C04:node:node_0045,125028,125016,same_edge_reverse_view,S08_3d_loop_rich_C02:node:node_0081,120295,0.014321954579448327,5
fit,S08,junction,3,S08_3d_loop_rich_C04:node:node_0061,125209,125352,different_physical_edge,S04_3d_unicyclic_small_C03:node:node_0019,38991,0.013313297112571731,5
fit,S08,junction,3,S08_3d_loop_rich_C04:node:node_0063,125162,125286,different_physical_edge,S09_flat_complex_C06:node:node_0083,164960,0.027417630068872927,5
fit,S08,terminal,1,S08_3d_loop_rich_C04:node:node_0064,125302,125316,same_edge_reverse_view,S10_3d_complex_C03:node:node_0077,186852,0.026558657559539168,5
fit,S08,junction,3,S08_3d_loop_rich_C04:node:node_0067,125258,125548,different_physical_edge,S08_3d_loop_rich_C04:node:node_0090,126025,0.009818465039622462,5
fit,S08,junction,3,S08_3d_loop_rich_C04:node:node_0087,125871,125944,different_physical_edge,S08_3d_loop_rich_C04:node:node_0063,125162,0.03337035212245635,5
fit,S08,junction,3,S08_3d_loop_rich_C04:node:node_0090,126025,126306,different_physical_edge,S10_3d_complex_C06:node:node_0148,199605,0.007001402216939275,5
fit,S08,terminal,1,S08_3d_loop_rich_C04:node:node_0091,126110,126121,same_edge_reverse_view,S06_3d_branch_medium_C02:node:node_0031,71377,0.006599705139953711,5
fit,S08,terminal,1,S08_3d_loop_rich_C04:node:node_0095,126057,126071,same_edge_reverse_view,S02_3d_tree_small_C05:node:node_0019,16462,0.0106263401328774,5
fit,S08,junction,4,S08_3d_loop_rich_C04:node:node_0104,126348,126472,different_physical_edge,S09_flat_complex_C01:node:node_0120,146966,0.0410085634516232,5
fit,S08,terminal,1,S08_3d_loop_rich_C04:node:node_0108,126719,126710,same_edge_reverse_view,S04_3d_unicyclic_small_C03:node:node_0015,39321,0.025782831313099448,5
